cod_grupo;grupo;cod_proceso;proceso;cod_articulo;articulo;peso;cod_estandar;nombre_estandar;t_estandar
2;MANTENIMIENTO;1;MANTENIMIENTO;2561;CORBATA PARA FORMALETA METALICA DE 1000 MM;0,64;2012561;MANTENIMIENTO_2561;0,67
2;MANTENIMIENTO;1;MANTENIMIENTO;926;CORBATA PARA FORMALETA METALICA DE 100-120 MM;0,06;201926;MANTENIMIENTO_926;0,66666
2;MANTENIMIENTO;1;MANTENIMIENTO;653;CORBATA PARA FORMALETA METALICA DE 150 MM;0,1;201653;MANTENIMIENTO_653;0,66666
2;MANTENIMIENTO;1;MANTENIMIENTO;654;CORBATA PARA FORMALETA METALICA DE 200 MM;0,15;201654;MANTENIMIENTO_654;0,66666
2;MANTENIMIENTO;1;MANTENIMIENTO;655;CORBATA PARA FORMALETA METALICA DE 250 MM;0,17;201655;MANTENIMIENTO_655;0,66666
2;MANTENIMIENTO;1;MANTENIMIENTO;656;CORBATA PARA FORMALETA METALICA DE 300 MM;0,19;201656;MANTENIMIENTO_656;0,66666
2;MANTENIMIENTO;1;MANTENIMIENTO;660;CORBATA PARA FORMALETA METALICA DE 350 MM;0,23;201660;MANTENIMIENTO_660;0,66666
2;MANTENIMIENTO;1;MANTENIMIENTO;657;CORBATA PARA FORMALETA METALICA DE 400 MM;0,26;201657;MANTENIMIENTO_657;2
2;MANTENIMIENTO;1;MANTENIMIENTO;661;CORBATA PARA FORMALETA METALICA DE 450 MM;0,3;201661;MANTENIMIENTO_661;2
2;MANTENIMIENTO;1;MANTENIMIENTO;649;CORBATA PARA FORMALETA METALICA DE 500 MM;0,32;201649;MANTENIMIENTO_649;1,875
2;MANTENIMIENTO;1;MANTENIMIENTO;1680;CORBATA PARA FORMALETA METALICA DE 550 MM;0,35;2011680;MANTENIMIENTO_1680;2,543103448
2;MANTENIMIENTO;1;MANTENIMIENTO;658;CORBATA PARA FORMALETA METALICA DE 600 MM;0,39;201658;MANTENIMIENTO_658;2,543103448
2;MANTENIMIENTO;1;MANTENIMIENTO;659;CORBATA PARA FORMALETA METALICA DE 700 MM;0,47;201659;MANTENIMIENTO_659;2,543103448
2;MANTENIMIENTO;1;MANTENIMIENTO;429;CRUCETA DE 2.50 M;5;201429;MANTENIMIENTO_429;1,33
2;MANTENIMIENTO;1;MANTENIMIENTO;1069;CUADRO DE MADERA DE 100 X 100 X 2000 MM;0;2011069;MANTENIMIENTO_1069;9,461538462
2;MANTENIMIENTO;1;MANTENIMIENTO;1574;CUADRO DE MADERA DE 100 X 100 X 2250 MM;0;2011574;MANTENIMIENTO_1574;9,461538462
2;MANTENIMIENTO;1;MANTENIMIENTO;377;CUADRO DE MADERA DE 100 X 100 X 2400 MM;0;201377;MANTENIMIENTO_377;9,461538462
2;MANTENIMIENTO;1;MANTENIMIENTO;1417;CUADRO DE MADERA DE 100 X 100 X 2500 MM;0;2011417;MANTENIMIENTO_1417;9,461538462
2;MANTENIMIENTO;1;MANTENIMIENTO;909;CUELLO DE 1.20 M;0;201909;MANTENIMIENTO_909;209
2;MANTENIMIENTO;1;MANTENIMIENTO;443;CUÑA LISA;0,03;201443;MANTENIMIENTO_443;0,5
2;MANTENIMIENTO;1;MANTENIMIENTO;2963;CUÑA LISA UNISPAN;0,01;2012963;MANTENIMIENTO_2963;0,5
2;MANTENIMIENTO;1;MANTENIMIENTO;444;CUÑA PERFORADA;0,03;201444;MANTENIMIENTO_444;0,5
2;MANTENIMIENTO;1;MANTENIMIENTO;2964;CUÑA PERFORADA UNISPAN;0,01;2012964;MANTENIMIENTO_2964;0,5
2;MANTENIMIENTO;1;MANTENIMIENTO;2528;CUÑERO PTS 100X100 TOPE ARRIOSTRAMIENTO;2,4;2012528;MANTENIMIENTO_2528;2,25
2;MANTENIMIENTO;1;MANTENIMIENTO;2443;DIADEMA GUARDERA 500 MM;0;2012443;MANTENIMIENTO_2443;1,2
2;MANTENIMIENTO;1;MANTENIMIENTO;1039;DIAGONAL 0.7 M / 2 M ALTURA GALVANIZADA;7,8;2011039;MANTENIMIENTO_1039;4,545454545
2;MANTENIMIENTO;1;MANTENIMIENTO;598;DIAGONAL 1.4 M / 2 M ALTURA GALVANIZADA;9,5;201598;MANTENIMIENTO_598;5
2;MANTENIMIENTO;1;MANTENIMIENTO;3072;DIAGONAL 2.1 M / 2 M ALTURA GALVANIZADA;8,05;2013072;MANTENIMIENTO_3072;6
2;MANTENIMIENTO;1;MANTENIMIENTO;597;DIAGONAL 3.0 M / 2 M ALTURA GALVANIZADA;11,9;201597;MANTENIMIENTO_597;7,492816092
2;MANTENIMIENTO;1;MANTENIMIENTO;1625;DIAGONAL CORTA DE 1.72 M;7;2011625;MANTENIMIENTO_1625;6,951219512
2;MANTENIMIENTO;1;MANTENIMIENTO;1035;DIAGONAL CORTA DE 1.87 M;3,5;2011035;MANTENIMIENTO_1035;3,3333
2;MANTENIMIENTO;1;MANTENIMIENTO;1036;DIAGONAL CORTA DE 1.91 M;3,5;2011036;MANTENIMIENTO_1036;3,3333
2;MANTENIMIENTO;1;MANTENIMIENTO;1626;DIAGONAL CORTA DE 1.94 M;7;2011626;MANTENIMIENTO_1626;4
2;MANTENIMIENTO;1;MANTENIMIENTO;1040;DIAGONAL LARGA DE 3.24 M;8;2011040;MANTENIMIENTO_1040;6,75
2;MANTENIMIENTO;1;MANTENIMIENTO;1041;DIAGONAL LARGA DE 3.27 M;8;2011041;MANTENIMIENTO_1041;5,438596491
2;MANTENIMIENTO;1;MANTENIMIENTO;356;DIAGONAL PARA ANDAMIO DE CARGA;4;201356;MANTENIMIENTO_356;3,3333
2;MANTENIMIENTO;1;MANTENIMIENTO;648;DUCTOLON M;0;201648;MANTENIMIENTO_648;1,5
2;MANTENIMIENTO;1;MANTENIMIENTO;595;ESCALERA 1.4 X 0.6 M;20;201595;MANTENIMIENTO_595;41
2;MANTENIMIENTO;1;MANTENIMIENTO;345;ESCALERA 2.0 M ESCOTILLA;15;201345;MANTENIMIENTO_345;7
2;MANTENIMIENTO;9;ENSAMBLE;2496;ESCALERA 3.0 X 0.60 M PEATONAL;0;2092496;ENSAMBLE_2496;10
2;MANTENIMIENTO;1;MANTENIMIENTO;946;ESCALERA EXTENSIBLE ALUMINIO 2 CUERPOS HASTA 6.2 M;0;201946;MANTENIMIENTO_946;12
2;MANTENIMIENTO;1;MANTENIMIENTO;933;ESCALERA MADERA DE 3 CUERPOS;0;201933;MANTENIMIENTO_933;12
2;MANTENIMIENTO;1;MANTENIMIENTO;601;ESCALERA VERTICAL 2.0 M;16,5;201601;MANTENIMIENTO_601;12,27272727
2;MANTENIMIENTO;1;MANTENIMIENTO;602;ESCALERA VERTICAL 2.8 M;22,5;201602;MANTENIMIENTO_602;14,16666667
2;MANTENIMIENTO;1;MANTENIMIENTO;3017;ESPIGO CON ABRAZADERA (PARA HORIZONTAL CON ESPIGO);0;2013017;MANTENIMIENTO_3017;0,3
2;MANTENIMIENTO;1;MANTENIMIENTO;549;EXTRACTOR DE CORBATAS FORMALETA;4,5;201549;MANTENIMIENTO_549;2
2;MANTENIMIENTO;1;MANTENIMIENTO;478;FORMALETA CIRCULAR COLUMNA 0.30 X 1.20 M - TAPA;0;201478;MANTENIMIENTO_478;10
2;MANTENIMIENTO;1;MANTENIMIENTO;459;FORMALETA CIRCULAR COLUMNA 0.40 X 2.40 M - TAPA;0;201459;MANTENIMIENTO_459;13
2;MANTENIMIENTO;1;MANTENIMIENTO;480;FORMALETA CIRCULAR COLUMNA 0.40 X 3.00 M - TAPA;0;201480;MANTENIMIENTO_480;13
2;MANTENIMIENTO;1;MANTENIMIENTO;481;FORMALETA CIRCULAR COLUMNA 1.00 X 3.20 M - TAPA;0;201481;MANTENIMIENTO_481;22
2;MANTENIMIENTO;1;MANTENIMIENTO;500;FORMALETA COLUMNA 0.30 X 2.40 M - TAPA;0;201500;MANTENIMIENTO_500;13
2;MANTENIMIENTO;2;ENDEREZAR;2554;FORMALETA GRAN FORMATO 150 X 1200 MM;13,96;2022554;ENDEREZAR_2554;5
2;MANTENIMIENTO;3;ENSAMBLAR;2554;FORMALETA GRAN FORMATO 150 X 1200 MM;13,96;2032554;ENSAMBLAR_2554;8
2;MANTENIMIENTO;10;IMPERMEABILIZAR;2554;FORMALETA GRAN FORMATO 150 X 1200 MM;13,96;2102554;IMPERMEABILIZAR_2554;1
2;MANTENIMIENTO;11;LIJAR;2554;FORMALETA GRAN FORMATO 150 X 1200 MM;13,96;2112554;LIJAR_2554;3
2;MANTENIMIENTO;4;LIMPIAR;2554;FORMALETA GRAN FORMATO 150 X 1200 MM;13,96;2042554;LIMPIAR_2554;14
2;MANTENIMIENTO;5;LUBRICAR / ENGRASAR;2554;FORMALETA GRAN FORMATO 150 X 1200 MM;13,96;2052554;LUBRICAR / ENGRASAR_2554;1,5
2;MANTENIMIENTO;1;MANTENIMIENTO;2554;FORMALETA GRAN FORMATO 150 X 1200 MM;13,96;2012554;MANTENIMIENTO_2554;42,5
2;MANTENIMIENTO;6;MARCAR / PINTAR;2554;FORMALETA GRAN FORMATO 150 X 1200 MM;13,96;2062554;MARCAR / PINTAR_2554;4
2;MANTENIMIENTO;12;MASILLAR;2554;FORMALETA GRAN FORMATO 150 X 1200 MM;13,96;2122554;MASILLAR_2554;6
2;MANTENIMIENTO;2;ENDEREZAR;1861;FORMALETA GRAN FORMATO 150 X 2400 MM;24,64;2021861;ENDEREZAR_1861;6
2;MANTENIMIENTO;3;ENSAMBLAR;1861;FORMALETA GRAN FORMATO 150 X 2400 MM;24,64;2031861;ENSAMBLAR_1861;8
2;MANTENIMIENTO;10;IMPERMEABILIZAR;1861;FORMALETA GRAN FORMATO 150 X 2400 MM;24,64;2101861;IMPERMEABILIZAR_1861;1
2;MANTENIMIENTO;11;LIJAR;1861;FORMALETA GRAN FORMATO 150 X 2400 MM;24,64;2111861;LIJAR_1861;3,5
2;MANTENIMIENTO;4;LIMPIAR;1861;FORMALETA GRAN FORMATO 150 X 2400 MM;24,64;2041861;LIMPIAR_1861;20
2;MANTENIMIENTO;5;LUBRICAR / ENGRASAR;1861;FORMALETA GRAN FORMATO 150 X 2400 MM;24,64;2051861;LUBRICAR / ENGRASAR_1861;2
2;MANTENIMIENTO;1;MANTENIMIENTO;1861;FORMALETA GRAN FORMATO 150 X 2400 MM;24,64;2011861;MANTENIMIENTO_1861;51,5
2;MANTENIMIENTO;6;MARCAR / PINTAR;1861;FORMALETA GRAN FORMATO 150 X 2400 MM;24,64;2061861;MARCAR / PINTAR_1861;5
2;MANTENIMIENTO;12;MASILLAR;1861;FORMALETA GRAN FORMATO 150 X 2400 MM;24,64;2121861;MASILLAR_1861;6
2;MANTENIMIENTO;2;ENDEREZAR;2534;FORMALETA GRAN FORMATO 150 X 600 MM;5,7;2022534;ENDEREZAR_2534;5
2;MANTENIMIENTO;3;ENSAMBLAR;2534;FORMALETA GRAN FORMATO 150 X 600 MM;5,7;2032534;ENSAMBLAR_2534;6
2;MANTENIMIENTO;10;IMPERMEABILIZAR;2534;FORMALETA GRAN FORMATO 150 X 600 MM;5,7;2102534;IMPERMEABILIZAR_2534;1
2;MANTENIMIENTO;11;LIJAR;2534;FORMALETA GRAN FORMATO 150 X 600 MM;5,7;2112534;LIJAR_2534;2
2;MANTENIMIENTO;4;LIMPIAR;2534;FORMALETA GRAN FORMATO 150 X 600 MM;5,7;2042534;LIMPIAR_2534;13
2;MANTENIMIENTO;5;LUBRICAR / ENGRASAR;2534;FORMALETA GRAN FORMATO 150 X 600 MM;5,7;2052534;LUBRICAR / ENGRASAR_2534;1
2;MANTENIMIENTO;1;MANTENIMIENTO;2534;FORMALETA GRAN FORMATO 150 X 600 MM;5,7;2012534;MANTENIMIENTO_2534;38
2;MANTENIMIENTO;6;MARCAR / PINTAR;2534;FORMALETA GRAN FORMATO 150 X 600 MM;5,7;2062534;MARCAR / PINTAR_2534;4
2;MANTENIMIENTO;12;MASILLAR;2534;FORMALETA GRAN FORMATO 150 X 600 MM;5,7;2122534;MASILLAR_2534;6
2;MANTENIMIENTO;2;ENDEREZAR;2553;FORMALETA GRAN FORMATO 200 X 1200 MM;14,66;2022553;ENDEREZAR_2553;5
2;MANTENIMIENTO;3;ENSAMBLAR;2553;FORMALETA GRAN FORMATO 200 X 1200 MM;14,66;2032553;ENSAMBLAR_2553;8
2;MANTENIMIENTO;10;IMPERMEABILIZAR;2553;FORMALETA GRAN FORMATO 200 X 1200 MM;14,66;2102553;IMPERMEABILIZAR_2553;1
2;MANTENIMIENTO;11;LIJAR;2553;FORMALETA GRAN FORMATO 200 X 1200 MM;14,66;2112553;LIJAR_2553;3
2;MANTENIMIENTO;4;LIMPIAR;2553;FORMALETA GRAN FORMATO 200 X 1200 MM;14,66;2042553;LIMPIAR_2553;14
2;MANTENIMIENTO;5;LUBRICAR / ENGRASAR;2553;FORMALETA GRAN FORMATO 200 X 1200 MM;14,66;2052553;LUBRICAR / ENGRASAR_2553;1,5
2;MANTENIMIENTO;1;MANTENIMIENTO;2553;FORMALETA GRAN FORMATO 200 X 1200 MM;14,66;2012553;MANTENIMIENTO_2553;42,5
2;MANTENIMIENTO;6;MARCAR / PINTAR;2553;FORMALETA GRAN FORMATO 200 X 1200 MM;14,66;2062553;MARCAR / PINTAR_2553;4
2;MANTENIMIENTO;12;MASILLAR;2553;FORMALETA GRAN FORMATO 200 X 1200 MM;14,66;2122553;MASILLAR_2553;6
2;MANTENIMIENTO;2;ENDEREZAR;1862;FORMALETA GRAN FORMATO 200 X 2400 MM;28,84;2021862;ENDEREZAR_1862;6
2;MANTENIMIENTO;3;ENSAMBLAR;1862;FORMALETA GRAN FORMATO 200 X 2400 MM;28,84;2031862;ENSAMBLAR_1862;8
2;MANTENIMIENTO;10;IMPERMEABILIZAR;1862;FORMALETA GRAN FORMATO 200 X 2400 MM;28,84;2101862;IMPERMEABILIZAR_1862;1
2;MANTENIMIENTO;11;LIJAR;1862;FORMALETA GRAN FORMATO 200 X 2400 MM;28,84;2111862;LIJAR_1862;3,5
2;MANTENIMIENTO;4;LIMPIAR;1862;FORMALETA GRAN FORMATO 200 X 2400 MM;28,84;2041862;LIMPIAR_1862;20
2;MANTENIMIENTO;5;LUBRICAR / ENGRASAR;1862;FORMALETA GRAN FORMATO 200 X 2400 MM;28,84;2051862;LUBRICAR / ENGRASAR_1862;2
2;MANTENIMIENTO;1;MANTENIMIENTO;1862;FORMALETA GRAN FORMATO 200 X 2400 MM;28,84;2011862;MANTENIMIENTO_1862;51,5
2;MANTENIMIENTO;6;MARCAR / PINTAR;1862;FORMALETA GRAN FORMATO 200 X 2400 MM;28,84;2061862;MARCAR / PINTAR_1862;5
2;MANTENIMIENTO;12;MASILLAR;1862;FORMALETA GRAN FORMATO 200 X 2400 MM;28,84;2121862;MASILLAR_1862;6
2;MANTENIMIENTO;2;ENDEREZAR;2576;FORMALETA GRAN FORMATO 200 X 600 MM;6,45;2022576;ENDEREZAR_2576;5
2;MANTENIMIENTO;3;ENSAMBLAR;2576;FORMALETA GRAN FORMATO 200 X 600 MM;6,45;2032576;ENSAMBLAR_2576;6
2;MANTENIMIENTO;10;IMPERMEABILIZAR;2576;FORMALETA GRAN FORMATO 200 X 600 MM;6,45;2102576;IMPERMEABILIZAR_2576;1
2;MANTENIMIENTO;11;LIJAR;2576;FORMALETA GRAN FORMATO 200 X 600 MM;6,45;2112576;LIJAR_2576;2
2;MANTENIMIENTO;4;LIMPIAR;2576;FORMALETA GRAN FORMATO 200 X 600 MM;6,45;2042576;LIMPIAR_2576;13
2;MANTENIMIENTO;5;LUBRICAR / ENGRASAR;2576;FORMALETA GRAN FORMATO 200 X 600 MM;6,45;2052576;LUBRICAR / ENGRASAR_2576;1
2;MANTENIMIENTO;1;MANTENIMIENTO;2576;FORMALETA GRAN FORMATO 200 X 600 MM;6,45;2012576;MANTENIMIENTO_2576;38
2;MANTENIMIENTO;6;MARCAR / PINTAR;2576;FORMALETA GRAN FORMATO 200 X 600 MM;6,45;2062576;MARCAR / PINTAR_2576;4
2;MANTENIMIENTO;12;MASILLAR;2576;FORMALETA GRAN FORMATO 200 X 600 MM;6,45;2122576;MASILLAR_2576;6
2;MANTENIMIENTO;2;ENDEREZAR;1863;FORMALETA GRAN FORMATO 300 X 2400 MM;33,62;2021863;ENDEREZAR_1863;7
2;MANTENIMIENTO;3;ENSAMBLAR;1863;FORMALETA GRAN FORMATO 300 X 2400 MM;33,62;2031863;ENSAMBLAR_1863;8
2;MANTENIMIENTO;10;IMPERMEABILIZAR;1863;FORMALETA GRAN FORMATO 300 X 2400 MM;33,62;2101863;IMPERMEABILIZAR_1863;1
2;MANTENIMIENTO;11;LIJAR;1863;FORMALETA GRAN FORMATO 300 X 2400 MM;33,62;2111863;LIJAR_1863;3,5
2;MANTENIMIENTO;4;LIMPIAR;1863;FORMALETA GRAN FORMATO 300 X 2400 MM;33,62;2041863;LIMPIAR_1863;21
2;MANTENIMIENTO;5;LUBRICAR / ENGRASAR;1863;FORMALETA GRAN FORMATO 300 X 2400 MM;33,62;2051863;LUBRICAR / ENGRASAR_1863;2
2;MANTENIMIENTO;1;MANTENIMIENTO;1863;FORMALETA GRAN FORMATO 300 X 2400 MM;33,62;2011863;MANTENIMIENTO_1863;53,5
2;MANTENIMIENTO;6;MARCAR / PINTAR;1863;FORMALETA GRAN FORMATO 300 X 2400 MM;33,62;2061863;MARCAR / PINTAR_1863;5
2;MANTENIMIENTO;12;MASILLAR;1863;FORMALETA GRAN FORMATO 300 X 2400 MM;33,62;2121863;MASILLAR_1863;6
2;MANTENIMIENTO;2;ENDEREZAR;2535;FORMALETA GRAN FORMATO 300 X 600 MM;7,94;2022535;ENDEREZAR_2535;5,5
2;MANTENIMIENTO;3;ENSAMBLAR;2535;FORMALETA GRAN FORMATO 300 X 600 MM;7,94;2032535;ENSAMBLAR_2535;5
2;MANTENIMIENTO;10;IMPERMEABILIZAR;2535;FORMALETA GRAN FORMATO 300 X 600 MM;7,94;2102535;IMPERMEABILIZAR_2535;1
2;MANTENIMIENTO;11;LIJAR;2535;FORMALETA GRAN FORMATO 300 X 600 MM;7,94;2112535;LIJAR_2535;2
2;MANTENIMIENTO;4;LIMPIAR;2535;FORMALETA GRAN FORMATO 300 X 600 MM;7,94;2042535;LIMPIAR_2535;14
2;MANTENIMIENTO;5;LUBRICAR / ENGRASAR;2535;FORMALETA GRAN FORMATO 300 X 600 MM;7,94;2052535;LUBRICAR / ENGRASAR_2535;1
2;MANTENIMIENTO;1;MANTENIMIENTO;2535;FORMALETA GRAN FORMATO 300 X 600 MM;7,94;2012535;MANTENIMIENTO_2535;38,5
2;MANTENIMIENTO;6;MARCAR / PINTAR;2535;FORMALETA GRAN FORMATO 300 X 600 MM;7,94;2062535;MARCAR / PINTAR_2535;4
2;MANTENIMIENTO;12;MASILLAR;2535;FORMALETA GRAN FORMATO 300 X 600 MM;7,94;2122535;MASILLAR_2535;6
2;MANTENIMIENTO;4;LIMPIAR;3216;FORMALETA GRAN FORMATO 300 X 600 MM (FENOLICO-MADERA);5,5;2043216;LIMPIAR_3216;3
2;MANTENIMIENTO;2;ENDEREZAR;1864;FORMALETA GRAN FORMATO 400 X 2400 MM;32,12;2021864;ENDEREZAR_1864;7
2;MANTENIMIENTO;3;ENSAMBLAR;1864;FORMALETA GRAN FORMATO 400 X 2400 MM;32,12;2031864;ENSAMBLAR_1864;8
2;MANTENIMIENTO;10;IMPERMEABILIZAR;1864;FORMALETA GRAN FORMATO 400 X 2400 MM;32,12;2101864;IMPERMEABILIZAR_1864;1
2;MANTENIMIENTO;11;LIJAR;1864;FORMALETA GRAN FORMATO 400 X 2400 MM;32,12;2111864;LIJAR_1864;3,5
2;MANTENIMIENTO;4;LIMPIAR;1864;FORMALETA GRAN FORMATO 400 X 2400 MM;32,12;2041864;LIMPIAR_1864;22
2;MANTENIMIENTO;5;LUBRICAR / ENGRASAR;1864;FORMALETA GRAN FORMATO 400 X 2400 MM;32,12;2051864;LUBRICAR / ENGRASAR_1864;2
2;MANTENIMIENTO;1;MANTENIMIENTO;1864;FORMALETA GRAN FORMATO 400 X 2400 MM;32,12;2011864;MANTENIMIENTO_1864;54,5
2;MANTENIMIENTO;6;MARCAR / PINTAR;1864;FORMALETA GRAN FORMATO 400 X 2400 MM;32,12;2061864;MARCAR / PINTAR_1864;5
2;MANTENIMIENTO;12;MASILLAR;1864;FORMALETA GRAN FORMATO 400 X 2400 MM;32,12;2121864;MASILLAR_1864;6
2;MANTENIMIENTO;2;ENDEREZAR;2536;FORMALETA GRAN FORMATO 400 X 600 MM;10,63;2022536;ENDEREZAR_2536;5,5
2;MANTENIMIENTO;3;ENSAMBLAR;2536;FORMALETA GRAN FORMATO 400 X 600 MM;10,63;2032536;ENSAMBLAR_2536;5
2;MANTENIMIENTO;10;IMPERMEABILIZAR;2536;FORMALETA GRAN FORMATO 400 X 600 MM;10,63;2102536;IMPERMEABILIZAR_2536;1
2;MANTENIMIENTO;11;LIJAR;2536;FORMALETA GRAN FORMATO 400 X 600 MM;10,63;2112536;LIJAR_2536;2,5
2;MANTENIMIENTO;4;LIMPIAR;2536;FORMALETA GRAN FORMATO 400 X 600 MM;10,63;2042536;LIMPIAR_2536;14
2;MANTENIMIENTO;5;LUBRICAR / ENGRASAR;2536;FORMALETA GRAN FORMATO 400 X 600 MM;10,63;2052536;LUBRICAR / ENGRASAR_2536;1
2;MANTENIMIENTO;1;MANTENIMIENTO;2536;FORMALETA GRAN FORMATO 400 X 600 MM;10,63;2012536;MANTENIMIENTO_2536;39,5
2;MANTENIMIENTO;6;MARCAR / PINTAR;2536;FORMALETA GRAN FORMATO 400 X 600 MM;10,63;2062536;MARCAR / PINTAR_2536;4
2;MANTENIMIENTO;12;MASILLAR;2536;FORMALETA GRAN FORMATO 400 X 600 MM;10,63;2122536;MASILLAR_2536;6,5
2;MANTENIMIENTO;2;ENDEREZAR;2532;FORMALETA GRAN FORMATO 500 X 1200 MM;23,11;2022532;ENDEREZAR_2532;8
2;MANTENIMIENTO;3;ENSAMBLAR;2532;FORMALETA GRAN FORMATO 500 X 1200 MM;23,11;2032532;ENSAMBLAR_2532;8
2;MANTENIMIENTO;10;IMPERMEABILIZAR;2532;FORMALETA GRAN FORMATO 500 X 1200 MM;23,11;2102532;IMPERMEABILIZAR_2532;1
2;MANTENIMIENTO;11;LIJAR;2532;FORMALETA GRAN FORMATO 500 X 1200 MM;23,11;2112532;LIJAR_2532;3
2;MANTENIMIENTO;4;LIMPIAR;2532;FORMALETA GRAN FORMATO 500 X 1200 MM;23,11;2042532;LIMPIAR_2532;23
2;MANTENIMIENTO;5;LUBRICAR / ENGRASAR;2532;FORMALETA GRAN FORMATO 500 X 1200 MM;23,11;2052532;LUBRICAR / ENGRASAR_2532;1
2;MANTENIMIENTO;1;MANTENIMIENTO;2532;FORMALETA GRAN FORMATO 500 X 1200 MM;23,11;2012532;MANTENIMIENTO_2532;56
2;MANTENIMIENTO;6;MARCAR / PINTAR;2532;FORMALETA GRAN FORMATO 500 X 1200 MM;23,11;2062532;MARCAR / PINTAR_2532;5
2;MANTENIMIENTO;12;MASILLAR;2532;FORMALETA GRAN FORMATO 500 X 1200 MM;23,11;2122532;MASILLAR_2532;7
2;MANTENIMIENTO;2;ENDEREZAR;1865;FORMALETA GRAN FORMATO 500 X 2400 MM;43,17;2021865;ENDEREZAR_1865;8
2;MANTENIMIENTO;3;ENSAMBLAR;1865;FORMALETA GRAN FORMATO 500 X 2400 MM;43,17;2031865;ENSAMBLAR_1865;8
2;MANTENIMIENTO;10;IMPERMEABILIZAR;1865;FORMALETA GRAN FORMATO 500 X 2400 MM;43,17;2101865;IMPERMEABILIZAR_1865;1,5
2;MANTENIMIENTO;11;LIJAR;1865;FORMALETA GRAN FORMATO 500 X 2400 MM;43,17;2111865;LIJAR_1865;4
2;MANTENIMIENTO;4;LIMPIAR;1865;FORMALETA GRAN FORMATO 500 X 2400 MM;43,17;2041865;LIMPIAR_1865;23,5
2;MANTENIMIENTO;5;LUBRICAR / ENGRASAR;1865;FORMALETA GRAN FORMATO 500 X 2400 MM;43,17;2051865;LUBRICAR / ENGRASAR_1865;2
2;MANTENIMIENTO;1;MANTENIMIENTO;1865;FORMALETA GRAN FORMATO 500 X 2400 MM;43,17;2011865;MANTENIMIENTO_1865;61
2;MANTENIMIENTO;6;MARCAR / PINTAR;1865;FORMALETA GRAN FORMATO 500 X 2400 MM;43,17;2061865;MARCAR / PINTAR_1865;6
2;MANTENIMIENTO;12;MASILLAR;1865;FORMALETA GRAN FORMATO 500 X 2400 MM;43,17;2121865;MASILLAR_1865;8
2;MANTENIMIENTO;2;ENDEREZAR;2575;FORMALETA GRAN FORMATO 500 X 600 MM;11,01;2022575;ENDEREZAR_2575;7
2;MANTENIMIENTO;3;ENSAMBLAR;2575;FORMALETA GRAN FORMATO 500 X 600 MM;11,01;2032575;ENSAMBLAR_2575;5
2;MANTENIMIENTO;10;IMPERMEABILIZAR;2575;FORMALETA GRAN FORMATO 500 X 600 MM;11,01;2102575;IMPERMEABILIZAR_2575;2
2;MANTENIMIENTO;11;LIJAR;2575;FORMALETA GRAN FORMATO 500 X 600 MM;11,01;2112575;LIJAR_2575;3
2;MANTENIMIENTO;4;LIMPIAR;2575;FORMALETA GRAN FORMATO 500 X 600 MM;11,01;2042575;LIMPIAR_2575;14
2;MANTENIMIENTO;5;LUBRICAR / ENGRASAR;2575;FORMALETA GRAN FORMATO 500 X 600 MM;11,01;2052575;LUBRICAR / ENGRASAR_2575;1
2;MANTENIMIENTO;1;MANTENIMIENTO;2575;FORMALETA GRAN FORMATO 500 X 600 MM;11,01;2012575;MANTENIMIENTO_2575;43
2;MANTENIMIENTO;6;MARCAR / PINTAR;2575;FORMALETA GRAN FORMATO 500 X 600 MM;11,01;2062575;MARCAR / PINTAR_2575;4
2;MANTENIMIENTO;12;MASILLAR;2575;FORMALETA GRAN FORMATO 500 X 600 MM;11,01;2122575;MASILLAR_2575;7
2;MANTENIMIENTO;1;MANTENIMIENTO;2973;FORMALETA GRAN FORMATO 500 X 600 MM (FENOLICO-MADERA)|;11;2012973;MANTENIMIENTO_2973;15
2;MANTENIMIENTO;2;ENDEREZAR;2521;FORMALETA GRAN FORMATO 600 X 1200 MM;32;2022521;ENDEREZAR_2521;8
2;MANTENIMIENTO;3;ENSAMBLAR;2521;FORMALETA GRAN FORMATO 600 X 1200 MM;32;2032521;ENSAMBLAR_2521;8
2;MANTENIMIENTO;10;IMPERMEABILIZAR;2521;FORMALETA GRAN FORMATO 600 X 1200 MM;32;2102521;IMPERMEABILIZAR_2521;1
2;MANTENIMIENTO;11;LIJAR;2521;FORMALETA GRAN FORMATO 600 X 1200 MM;32;2112521;LIJAR_2521;3
2;MANTENIMIENTO;4;LIMPIAR;2521;FORMALETA GRAN FORMATO 600 X 1200 MM;32;2042521;LIMPIAR_2521;23
2;MANTENIMIENTO;5;LUBRICAR / ENGRASAR;2521;FORMALETA GRAN FORMATO 600 X 1200 MM;32;2052521;LUBRICAR / ENGRASAR_2521;1
2;MANTENIMIENTO;1;MANTENIMIENTO;2521;FORMALETA GRAN FORMATO 600 X 1200 MM;32;2012521;MANTENIMIENTO_2521;57
2;MANTENIMIENTO;6;MARCAR / PINTAR;2521;FORMALETA GRAN FORMATO 600 X 1200 MM;32;2062521;MARCAR / PINTAR_2521;6
2;MANTENIMIENTO;12;MASILLAR;2521;FORMALETA GRAN FORMATO 600 X 1200 MM;32;2122521;MASILLAR_2521;7
2;MANTENIMIENTO;2;ENDEREZAR;1866;FORMALETA GRAN FORMATO 600 X 2400 MM;50;2021866;ENDEREZAR_1866;8
